,Unnamed: 0,Unnamed: 0.1,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments
92,92,92,Mar-05,1.37E+18,i'm 57 years old have chronic asthma and was just denied getting the covid 19 vaccine because im not a.patient...while ppl are.refusimg vaccinations why not.allow the ones.that want..but cant... makes no sense to me..smdh,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,bourdoin,unknown,29,FALSE,nidia cordero,-1
93,93,93,Mar-05,1.37E+18,| rajasthan chief minister receives the first dose of the vaccine at sms hospital in jaipur.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"BREAKING,AshokGehlot,COVID19,coronavirus,vaccine,CoronavirusVaccine,CovidVaccine",thefirstindia,"Jaipur, India",6955,FALSE,First India,0
94,94,94,Mar-05,1.37E+18,took first dose of covid vaccine thanks to the administration for smooth & good management of vaccine centre,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,,DuttanandaPanda,Balangir (Odisha ) Bharat,111,FALSE,Duttananda Panda,1
95,95,95,Mar-05,1.37E+18,today took 1st dose of covid vaccine,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,BakshiYR,भारत,123,FALSE,YR Bakshi,0
96,96,96,Mar-05,1.37E+18,epfo retains 8.5% rate on pf deposits for fy21 | india’s vaccine roll-out changes gears | wipro to acquire uk consultancy capco for $1.45 bn | arcelor returns to odisha with plan to build steel unit read the latest business news on mint e-paper:,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,5,,livemint,India,1950661,TRUE,Mint,0
97,97,97,Mar-05,1.37E+18,university of glasgow: octave to study vaccine responses in patients with impaired immune systems - india education diary,"<a href=""https://365newsx.com"" rel=""nofollow"">365newsx</a>",0,0,health,sac_isin,India,877,FALSE,KyaKarogeJanKe,0
98,98,98,Mar-05,1.37E+18,. suspended over increasing covid-19 cases,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,"COVID19,Coronavirus,PSL,CricketNews,SportsLounge",SportsLounge4,"New Delhi, India",195,FALSE,Sports Lounge,0
99,99,99,Mar-05,1.37E+18,"⁦ ⁦ no, johnson & johnson’s vaccine isn’t “less effective” — here’s why","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,surajkiranv,India,72,FALSE,Surajkiran Venugopal,-1
100,100,100,Mar-05,1.37E+18,"while india supplied to 47 countries, italy has blocked shipment of the vaccine to australia. what shame worn by italy and eu and then will bark loud about human rights, while denying australian community the basic access to vaccine.","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,1,CovidVaccine,RomeshNadir,India,12598,FALSE,RomeshNadir🇮🇳,0
101,101,101,Mar-05,1.37E+18,covid: italy ‘blocks’ astrazeneca vaccine shipment to australia,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,thenewsrunway,"Rajasthan, India",72,FALSE,The News Runway™,0
102,102,102,Mar-05,1.37E+18,updates on more than 1.8 crore covid19 doses administered across the country nearly 14 lakh vaccination doses given in the last 24 hours no new covid19 fatality reported in 18 states/uts in the last 24 hours ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",11,42,"COVID19,Vaccine",PIB_India,New Delhi,2259995,TRUE,PIB India,0
103,103,103,Mar-05,1.37E+18,"rajasthan chief minister received his first dose covid19 vaccine today in jaipur ""around 2 lakh people are getting vaccinated each day in rajasthan. this is due to people's confidence in state's covid19 management,"" he says","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,"AshokGehlot,CoronavirusVaccine,vaccine",thefirstindia,"Jaipur, India",6955,FALSE,First India,0
104,104,104,Mar-05,1.37E+18,"news flash  health dept secretary dr brendan murphy says ""a million doses plus week"" of locally made astrazeneca vaccine will start to be rolled out from 22 march. apply now to settle in ur dream country","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,5,"auspol,ApexVisas,AustraliaPRvisa,fridaymorning",VisasApex,"Pune, India",592,FALSE,Apex Visas,1
105,105,105,Mar-05,1.37E+18,not just that if you are taking pfizer vaccine you have to write an undertaking that pfizer won't be responsible in any way of any side effects after covid 19 vaccine.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,0,,RealWBTruth,"West Bengal, India",180,FALSE,Harvard wale Bangali,0
106,106,106,Mar-05,1.37E+18,"covid-19 unplugged all what want to know about *live tonight* wed, march 3rd, 8 pm","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6,6,"vaccine,COVID19",DrHarish139,Mumbai : ,5617,FALSE,Harish Shetty :,0
107,107,107,Mar-05,1.37E+18,"live: maharashtra registers highest single day spike of 10,216 covid-19 cases","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,ketan72,India,8256,FALSE,Ketan,0
108,108,108,Mar-05,1.37E+18,the covid immunity covid from the vaccine takes about 6-8 weeks.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,DinooMarino,Dubai/Mumbai,246,FALSE,Dino Marino,0
109,109,109,Mar-05,1.37E+18,"after south superstar kamal haasan and veteran actor satish shah, bollywood star is the latest indian celebrity to take jab of the","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2,11,"SaifAliKhan,COVID19Vaccine",ieEntertainment,"New Delhi, India",231369,TRUE,Indian Express Entertainment,0
110,110,110,Mar-05,1.37E+18,bhagatsingh koshyari received his first dose of vaccine today at govt hospital in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,"Maharashtra,Governor,COVID19,Mumbai",RiaanTv,India,119,FALSE,RIAAN TV,0
111,111,111,Mar-05,1.37E+18,a vaccine should be made that changes the thought stream of the people and first of all the leftists should apply it,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,MrAlone83803723,"Pune, India",21,FALSE,💔 Karan 💔,0
112,112,112,Mar-05,1.37E+18,"the poor guy doesn't know that there is no president in canada. even so, the canadian prime minister dis ask india to supply doses of corona vaccine to canada.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,heeraman98,जननीजन्मभूमिःस्वर्गादपि गरीयसी,8680,FALSE,हीरामनHeeramanतिवारीTiwari 🇮🇳,-1
113,113,113,Mar-05,1.37E+18,took first jab of chinese covid-19 vaccine (comorbidities category),"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,adityarindam,India,446,FALSE,🚩🚩Arindam🇮🇳Aditya 🚩🚩,1
114,114,114,Mar-05,1.37E+18,"johnson & johnson’s one-shot covid vaccine has lower overall efficacy rate, yet it could be game changer","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,Covid19Vaccines,HealthwireMedia,"New Delhi, India",4978,TRUE,Healthwire,1
115,115,115,Mar-05,1.37E+18,"in this podcast, business standard tracks india's journey from delhi's first covid case, talks of the second wave, vaccine efficacy to 24x7 vaccination drive listen in to the podcast  here","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2,4,,bsindia,India,2072056,TRUE,Business Standard,0
116,116,116,Mar-05,1.37E+18,"2nd phase of covid-19 vaccination held at gc lucknow today. shri s.p.singh, digp, shri rakesh kumar, comdt alongwith other officers & jawans of gc lkw, range lkw, 233 (mah) bn & 91 bn raf were administered 2nd dose of covishield vaccine under the supervision of cmo gc lkw hosp.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,5,,GroupReserve,"Lucknow, India",20,FALSE,Group Centre Lucknow (C.R.P.F.),0
117,117,117,Mar-05,1.37E+18,"i took covishield corona vaccine at bristle cone hospital,hayathnagar,lb nagar. along with my sisters family and bjp karyakartas bandari bhaskar,satya shiva kumar in the presence of corporator kallem nava jeevan reddy.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8,56,,peralashekhar,"Hyderabad,Telangana",3455,FALSE,Shekhar Rao Perala,1
118,118,118,Mar-05,1.37E+18,"promising efficacy data will ease hesitancy about covaxin, place inoculation drive on surer footing","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,2,ExpressEditorial,ieopinion,"New Delhi, India",5856,TRUE,Express Opinion,0
119,119,119,Mar-05,1.37E+18,"israel had two things going for it: netanyahu had offered to pay roughly $30 dose, about 50% more than the u.s. government, according to people familiar with the deal. he also agreed to share countrywide data on the vaccine","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,hrnext,Pali Hill,10209,TRUE,Anurag Shrivastava,0
120,120,120,Mar-05,1.37E+18,more than 1.8 crore covid19 doses administered across the country nearly 14 lakh vaccination doses given in the last 24 hours details:,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"IndiaFightsCorona,Vaccine,Unite2FightCorona,LargestVaccineDrive",PIBChandigarh,"Chandigarh, India",8072,TRUE,PIB in Chandigarh,0
121,121,121,Mar-05,1.37E+18,prakash javadekar receives first dose of covid-19 vaccine in pune - mint prakash javadekar receives first dose of covid-19 vaccine in pune mint,"<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,0
122,122,122,Mar-05,1.37E+18,interaction with sweden: india highlights its vaccine contribution to 150 countries during pandemic.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,1,"Covaxin,Vaccine",MyNation,"New Delhi, India",22755,TRUE,MyNation,1
123,123,123,Mar-05,1.37E+18,got questions about johnson & johnson's covid-19 vaccine? we have answers npr,"<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,0
124,124,124,Mar-05,1.37E+18,i know it’s unlikely but i’m really hoping the vaccine will not only prevent me from contracting covid-19 but that it also resets my body chemistry and cures my migraines. 2021 you could do it! you’re filled with bullshit and wonder!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,10,,amandaowly,WI,1129,FALSE,a girl stays home,1
125,125,125,Mar-05,1.37E+18,"mohammad amin, president citizens forum dooru & masood bodha, president traders federation dooru received their ist covid vaccine jabs at model hospital dooru.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,,AnantnagDIPRC,"Anantnag, Jammu and Kashmir",119,FALSE,District Information & Public Relations Centre Ang,0
126,126,126,Mar-05,1.37E+18,"i reside in aundh road, pune. took my first dose of covid-19 vaccine at shewale hospital at about 3pm today. thank you pmc for excellent hasselfree arrangement. keep up the good work","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,SudhishChatter1,"Pune, India",15,FALSE,S. Chatterjee,1
127,127,127,Mar-05,1.37E+18,| union minister prakash javdekar receives his first shot of vaccine today.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,"DELHI,COVID19",DailyExcelsior1,Jammu and Kashmir,36088,FALSE,Daily Excelsior,0
128,128,128,Mar-05,1.37E+18,"covid-19 vaccination for general public is available at pace hospitals, hitech city. call us for help: 04048486868","<a href=""https://www.semrush.com/"" rel=""nofollow"">SEMrush Social Media Tool</a>",0,1,"Covid19,Vaccination,CovidVaccination,Covid,Covid,Coronavirus,COVID19Vaccine,COVID19vaccines,PaceHospitals,HitechCity",PACEHospitals,"Hyderabad, India",349,FALSE,PACE Hospitals,0
129,129,129,Mar-05,1.37E+18,covid-19 vaccine letstalkcity,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"Covid19_vaccine,healthcare,Ahmedabad,Amdavad,Karnavati,Gujarat",LetsTalkAmdavad,AHMEDABAD,5028,FALSE,Let's talk Amdavad!,0
130,130,130,Mar-05,1.37E+18,cambodia deports chinese journalist shen kaidong for ‘fake news’ on covid-19 vaccine sales:,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,aijazm,Islamabad,3729,FALSE,Aijaz Mahar,0
131,131,131,Mar-05,1.37E+18,need covid-19 test to rejoin your school/college? matrix diagnostics offers covid-19 testing facility at your doorsteps! mail us : info website: call us @ 91000 10525,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"covid19tests,test,testingcenter,coronavirus,labs",MatrixDiagnost1,"Hyderabad, India",18,FALSE,Matrix Diagnostics,0
132,132,132,Mar-05,1.37E+18,pakistan to get 45m doses of indian-made covid-19 vaccine: federal secretary of health,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,correspondentPk,Lahore,225,FALSE,TheCorrespondentPK,0
133,133,133,Mar-05,1.37E+18,"union minister receives his first shot of vaccine today. ""vaccination process is easy & vaccine are fully safe. appeal all citizens to get vaccinated as & when they become eligible"", says the minister","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",13,31,"COVID19,MadeinIndia,Covishield,LargestVaccineDrive",PIB_India,New Delhi,2259995,TRUE,PIB India,1
134,134,134,Mar-05,1.37E+18,vaccine day 2 girlies,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,11,,lesbiankatebush,gay,798,FALSE,eeby deeby,0
135,135,135,Mar-05,1.37E+18,national conference (nc) president and member of parliament farooq abdullah was administered the first dose of covid-19 vaccine in srinagar on tuesday. the indian government is proud to say that was corona vaccine promoter that is why sir so active,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,2,FarooqAbdullah,ThirumalaValmik,"Ongole, India",276,FALSE,alone_walker🇮🇳 #withpk🔯,1
136,136,136,Mar-05,1.37E+18,the proof that the vaccine works: presence of anti-spike antibodies 15 days after the second dose of covishield vaccine down with anti-vaxxers! please retweet!!!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,drkaushalc,"Mumbai, India",325,FALSE,Kaushal Chhatrapati,1
137,137,137,Mar-05,1.37E+18,"515 new cases 405 discharged 1 death reported 2858 active cases,43 on ventilator 12,37,493 people recieved 1st dose, 2,90,011 got 2nd dose of covid-19 vaccine so far 1,23,245 people above 60 got vaccine","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6,20,"GujaratCoronaUpdate,COVID19Dashboard",GujHFWDept,"Gandhinagar, Gujarat, India",33614,FALSE,GujHFWDept,0
138,138,138,Mar-05,1.37E+18,"those who dont have faith in vaccine ,why should they want free","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,p_jaikumar,,218,FALSE,Padmanabhan Jaikumar,-1
139,139,139,Feb-23,1.36E+18,"sri lankan president gotabaya rajapaksa thanked india last month for its generosity after he received 500,000 doses of covishield vaccine.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,20,,FinancialXpress,"New Delhi, India",712888,TRUE,,1
140,140,140,Feb-23,1.36E+18,not my mum testing out the vaccine on my dad before she gets it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,11,,dailykrd,LDN,2175,FALSE,,0
141,141,141,Feb-23,1.36E+18,"us tops 500,000 covid-19 deaths, matching the toll of 3 wars","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
142,142,142,Feb-23,1.36E+18,"year ender 2020 how covid-19 impacted and forced different sectors to adopt change who benefitted most from coronavirus - year ender 2020 : covid-19 से पस्त तो हुई इकोनॉमी, लेकिन इन सेक्टरों को हुआ सबसे ज्यादा फायदा | india news in hindi","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,AnishaSchdv,New Delhi,11,FALSE,,0
